x,y,s,dir,event,nflId,displayName,jerseyNumber,team,frame.id,gameId_x,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,isSTPlay,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,PositionAbbr,snap_x,snap_y
75.87,12.32,3.46,238.9,,2530515.0,Chris Hogan,15.0,home,76,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
75.56,12.17,3.41,242.86,,2530515.0,Chris Hogan,15.0,home,77,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
75.23,12.05,3.37,246.54,pass_arrived,2530515.0,Chris Hogan,15.0,home,78,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.82,14.7,1.77,267.25,ball_snap,2543498.0,Brandin Cooks,14.0,home,15,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.82,14.7,2.07,266.99,,2543498.0,Brandin Cooks,14.0,home,16,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.8,14.7,2.38,266.88,,2543498.0,Brandin Cooks,14.0,home,17,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.7,14.7,2.72,266.83,,2543498.0,Brandin Cooks,14.0,home,18,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.35,14.69,3.09,266.87,,2543498.0,Brandin Cooks,14.0,home,19,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
91.78,14.68,3.47,266.82,,2543498.0,Brandin Cooks,14.0,home,20,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
91.17,14.64,3.86,266.83,,2543498.0,Brandin Cooks,14.0,home,21,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
90.66,14.62,4.27,266.86,,2543498.0,Brandin Cooks,14.0,home,22,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
90.17,14.58,4.68,266.77,,2543498.0,Brandin Cooks,14.0,home,23,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
89.66,14.55,5.1,266.67,,2543498.0,Brandin Cooks,14.0,home,24,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
89.13,14.5,5.53,266.53,,2543498.0,Brandin Cooks,14.0,home,25,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
88.56,14.46,5.96,266.4,,2543498.0,Brandin Cooks,14.0,home,26,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
87.95,14.43,6.35,266.21,,2543498.0,Brandin Cooks,14.0,home,27,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
87.29,14.39,6.63,265.99,,2543498.0,Brandin Cooks,14.0,home,28,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
86.6,14.35,6.78,265.73,,2543498.0,Brandin Cooks,14.0,home,29,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
85.89,14.31,6.91,265.55,,2543498.0,Brandin Cooks,14.0,home,30,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
85.16,14.28,7.09,265.37,,2543498.0,Brandin Cooks,14.0,home,31,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
84.42,14.22,7.29,265.23,,2543498.0,Brandin Cooks,14.0,home,32,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
83.66,14.17,7.5,265.19,,2543498.0,Brandin Cooks,14.0,home,33,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
82.89,14.1,7.68,265.13,,2543498.0,Brandin Cooks,14.0,home,34,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
82.1,14.03,7.86,265.11,,2543498.0,Brandin Cooks,14.0,home,35,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
81.29,13.94,8.02,265.25,,2543498.0,Brandin Cooks,14.0,home,36,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
80.45,13.86,8.15,265.37,,2543498.0,Brandin Cooks,14.0,home,37,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
79.61,13.77,8.26,265.65,,2543498.0,Brandin Cooks,14.0,home,38,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
78.78,13.68,8.37,265.98,,2543498.0,Brandin Cooks,14.0,home,39,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
77.94,13.59,8.47,266.32,,2543498.0,Brandin Cooks,14.0,home,40,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
77.08,13.49,8.56,266.8,,2543498.0,Brandin Cooks,14.0,home,41,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
76.22,13.41,8.64,267.42,,2543498.0,Brandin Cooks,14.0,home,42,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
75.35,13.33,8.73,268.18,,2543498.0,Brandin Cooks,14.0,home,43,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
74.46,13.26,8.79,269.01,,2543498.0,Brandin Cooks,14.0,home,44,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
73.56,13.23,8.85,269.87,,2543498.0,Brandin Cooks,14.0,home,45,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
72.67,13.21,8.89,270.72,,2543498.0,Brandin Cooks,14.0,home,46,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
71.77,13.22,8.93,271.65,,2543498.0,Brandin Cooks,14.0,home,47,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
70.86,13.26,8.98,272.59,,2543498.0,Brandin Cooks,14.0,home,48,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
69.95,13.3,9.04,273.58,,2543498.0,Brandin Cooks,14.0,home,49,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
69.04,13.36,9.08,274.57,pass_forward,2543498.0,Brandin Cooks,14.0,home,50,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
68.12,13.46,9.11,275.54,,2543498.0,Brandin Cooks,14.0,home,51,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
67.19,13.6,9.15,276.52,,2543498.0,Brandin Cooks,14.0,home,52,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
66.28,13.75,9.18,277.43,,2543498.0,Brandin Cooks,14.0,home,53,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
65.36,13.91,9.19,278.14,,2543498.0,Brandin Cooks,14.0,home,54,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
64.46,14.06,9.2,278.81,,2543498.0,Brandin Cooks,14.0,home,55,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
63.55,14.23,9.22,279.35,,2543498.0,Brandin Cooks,14.0,home,56,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
62.62,14.41,9.23,279.85,,2543498.0,Brandin Cooks,14.0,home,57,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
61.71,14.6,9.22,280.35,,2543498.0,Brandin Cooks,14.0,home,58,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
60.79,14.79,9.2,280.8,,2543498.0,Brandin Cooks,14.0,home,59,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
59.89,15.0,9.19,281.11,,2543498.0,Brandin Cooks,14.0,home,60,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
58.99,15.2,9.17,281.34,,2543498.0,Brandin Cooks,14.0,home,61,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
58.08,15.39,9.16,281.47,,2543498.0,Brandin Cooks,14.0,home,62,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
57.19,15.57,9.14,281.57,,2543498.0,Brandin Cooks,14.0,home,63,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
56.3,15.75,9.09,281.66,,2543498.0,Brandin Cooks,14.0,home,64,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
55.39,15.92,9.03,281.71,,2543498.0,Brandin Cooks,14.0,home,65,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
54.5,16.1,8.96,281.75,,2543498.0,Brandin Cooks,14.0,home,66,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
53.63,16.28,8.9,281.76,,2543498.0,Brandin Cooks,14.0,home,67,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
52.77,16.47,8.83,281.71,,2543498.0,Brandin Cooks,14.0,home,68,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
51.89,16.65,8.76,281.56,,2543498.0,Brandin Cooks,14.0,home,69,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
51.0,16.84,8.69,281.39,,2543498.0,Brandin Cooks,14.0,home,70,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
50.12,17.03,8.61,281.16,,2543498.0,Brandin Cooks,14.0,home,71,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
49.26,17.2,8.51,280.9,,2543498.0,Brandin Cooks,14.0,home,72,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
48.44,17.36,8.4,280.61,,2543498.0,Brandin Cooks,14.0,home,73,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
47.64,17.53,8.26,280.42,,2543498.0,Brandin Cooks,14.0,home,74,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
46.84,17.69,8.13,280.1,,2543498.0,Brandin Cooks,14.0,home,75,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
46.03,17.86,8.02,279.69,,2543498.0,Brandin Cooks,14.0,home,76,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
45.24,18.02,7.88,279.15,,2543498.0,Brandin Cooks,14.0,home,77,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
44.45,18.15,7.73,278.55,pass_arrived,2543498.0,Brandin Cooks,14.0,home,78,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
93.1,42.98,1.24,259.97,ball_snap,2552424.0,Phillip Dorsett,15.0,home,15,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.97,42.91,1.51,260.48,,2552424.0,Phillip Dorsett,15.0,home,16,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.8,42.84,1.79,261.32,,2552424.0,Phillip Dorsett,15.0,home,17,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.62,42.79,2.09,261.9,,2552424.0,Phillip Dorsett,15.0,home,18,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.43,42.75,2.41,262.01,,2552424.0,Phillip Dorsett,15.0,home,19,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
92.22,42.71,2.74,261.98,,2552424.0,Phillip Dorsett,15.0,home,20,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
91.96,42.66,3.09,262.27,,2552424.0,Phillip Dorsett,15.0,home,21,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
91.67,42.6,3.44,262.84,,2552424.0,Phillip Dorsett,15.0,home,22,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
91.31,42.56,3.78,263.31,,2552424.0,Phillip Dorsett,15.0,home,23,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
90.92,42.52,4.1,263.91,,2552424.0,Phillip Dorsett,15.0,home,24,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
90.49,42.48,4.41,264.67,,2552424.0,Phillip Dorsett,15.0,home,25,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
90.0,42.45,4.7,265.27,,2552424.0,Phillip Dorsett,15.0,home,26,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
89.46,42.42,5.0,265.67,,2552424.0,Phillip Dorsett,15.0,home,27,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
88.89,42.39,5.28,265.92,,2552424.0,Phillip Dorsett,15.0,home,28,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
88.3,42.35,5.56,266.08,,2552424.0,Phillip Dorsett,15.0,home,29,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
87.69,42.31,5.81,266.28,,2552424.0,Phillip Dorsett,15.0,home,30,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
87.06,42.27,6.04,266.34,,2552424.0,Phillip Dorsett,15.0,home,31,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
86.41,42.23,6.21,266.11,,2552424.0,Phillip Dorsett,15.0,home,32,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
85.75,42.2,6.35,265.77,,2552424.0,Phillip Dorsett,15.0,home,33,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
85.07,42.17,6.45,265.27,,2552424.0,Phillip Dorsett,15.0,home,34,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
84.36,42.14,6.51,264.39,,2552424.0,Phillip Dorsett,15.0,home,35,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
83.65,42.11,6.52,263.29,,2552424.0,Phillip Dorsett,15.0,home,36,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
82.94,42.07,6.5,262.01,,2552424.0,Phillip Dorsett,15.0,home,37,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
82.23,42.03,6.45,260.42,,2552424.0,Phillip Dorsett,15.0,home,38,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
81.52,41.98,6.36,258.49,,2552424.0,Phillip Dorsett,15.0,home,39,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
80.82,41.91,6.26,256.26,,2552424.0,Phillip Dorsett,15.0,home,40,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
80.16,41.81,6.14,253.73,,2552424.0,Phillip Dorsett,15.0,home,41,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
79.53,41.68,6.01,250.86,,2552424.0,Phillip Dorsett,15.0,home,42,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
78.92,41.52,5.88,247.69,,2552424.0,Phillip Dorsett,15.0,home,43,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
78.34,41.3,5.75,244.22,,2552424.0,Phillip Dorsett,15.0,home,44,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
77.8,41.05,5.63,240.6,,2552424.0,Phillip Dorsett,15.0,home,45,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
77.31,40.76,5.51,236.81,,2552424.0,Phillip Dorsett,15.0,home,46,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
76.87,40.42,5.4,232.83,,2552424.0,Phillip Dorsett,15.0,home,47,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
76.48,40.03,5.3,228.76,,2552424.0,Phillip Dorsett,15.0,home,48,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
76.12,39.6,5.2,224.73,,2552424.0,Phillip Dorsett,15.0,home,49,2017090700,4407,4,04:38:00,3,17,NE,NE,18.0,False,52.0,I,,0,(4:38) (Shotgun) T.Brady pass incomplete deep left to B.Cooks (T.Mitchell).,WR,91.93,23.67
